nid,title,anyo_produccion,body_value
3287,"Los fusiladitos",2003,"Es un documental sobre los fusilamientos de José León Suárez, pero es, también, la historia de los problemas e interrogantes que le surgen a la Realizadora durante el rodaje."
3290,"Cantata de las cosas solas",2003,""(...) Un caso único dentro del cine argentino, un film no narrativo, en primera persona singular, que se interroga sobre la mirada y su imposibilidad de referirse al más allá del ser visible." (Luciano Monteagudo en el catálogo del V Festival Internacional de Cine Independiente de Buenos Aires)"
3291,"Flores de septiembre",2003,"Documental que narra la historia de la Escuela Carlos Pellegrini durante los años de la Dictadura."
3292,Trelew,2003,"Agosto de 1972. Cárcel de máxima seguridad de Rawson, Patagonia Argentina. El plan de fuga de más de un centenar de presos políticos bajo la dictadura militar se pone en marcha. Algunos logran alcanzar el cercano aeropuerto de Trelew, su puerta de escape hacia el Chile socialista. El resto correrá distinta suerte. Trelew es un punto de quiebre, presagio de lo que vendrá en un país que ya no será el mismo."
3293,"Murgas y murgueros",2003,"Documental que rescata la actualidad y la herencia del arte murguero de la ciudad de Buenos Aires, a través del testimonio de los directores de cuatro murgas de distintos barrios (Boedo, Palermo, Saavedra, La Boca), en un recorrido que indaga en la vida de los artistas del carnaval y en el modo de desarrollar este arte callejero con una presencia de más de 60 años en los carnavales de la ciudad."
3294,"La mecha",2003,"Don Galván es un jubilado de 85 años. Vive en los suburbios en una modesta casita con su mujer. Una mañana fría se levanta y descubre que su viejo calentador a kerosén se ha quedado sin mecha. Intenta repararlo pero le falta el repuesto. Decidido a la tarea sale en busca de la mecha, e inicia así un viaje que lo hará visitar un muestrario de personajes y situaciones."
3296,"Memoria del saqueo",2003,"El film analiza el período 1976-2001 y da cuenta de la decadencia económica, social, política, cultural y moral en un duro cuestionamiento a las privatizaciones, el manejo de la deuda externa y el derrumbe industrial hasta llegar a la caída de Fernando de la Rúa."
3302,"Al sur del desierto",2003,"En un lejano pueblo de la interminable Patagonia, un chico de unos trece años comienza a observar de otra manera el mundo que lo rodea. Acaso constituya su verdadero viaje iniciático, o tal vez solamente el punto de partida hacia otra posible forma de vida."
3303,"De mi",2002,"La vida en el campo transcurre como si no transcurriera. Pero desde lo cotidiano, desde lo que sucede en todo momento casi sin darnos cuenta, la vida de Miguelina y su familia adquiere otro valor. El presente de esta mujer de 77 años se alza como un resumen de tantos años de lucha por sacar adelante a su familia con su solo esfuerzo. Un presente en el cual lo económico es muy difícil de sobrellevar, y al que Miguelina enfrenta desde siempre trabajando en su humilde almacén."
3304,Felipe,2002,"Felipe tiene trece años, es un gordito tímido e introvertido. Está enamorado de su vecina, y harto de que un grupo de pibes más grandes lo moleste continuamente. Hoy, Felipe toma una decisión."
3305,Hevalino,2003,"Hevalino, con su cuerpo de forma humana y andrógina, llega a la Tierra en una flor intergaláctica. Isolda vive en su torre, padece de una enfermedad que le impide salir, por lo que su padre la cuida como a un preciado objeto. Una tarde, mientras ella toca su violín, Hevalino pasa frente al castillo y advierte la melodía. Isolda se asoma a la ventana y al verlo se enamora."
3306,"La fortaleza",2003,"Cuenta los últimos momentos de Martina, una chica de 12 años, en la casa del campo de sus abuelos. Las vacaciones terminan y ella juega a las escondidas con sus amigos a la hora de la siesta. Entre idas y venidas, Martina se enfrenta al dilema de tener que elegir entre los dos chicos que le gustan."
3307,"La vuelta del perro",2003,"Un chico extraña a su novia."
3317,"Che vo cachai",2002,"Documental sobre las agrupaciones de hijos de desaparecidos en Chile, Uruguay y Argentina."
3318,"Tango deseo",2002,""Edgardo Cozarinsky se remonta a un núcleo fundante de su origen lejano, la cultura popular porteña. Pero hay un presente, el del grupo Tangokinesis y el de la coreógrafa Ana María Stekelman. En un espacio misterioso trajinan cuerpos de bailarines, sobre los ritmos que cultivaron las orquestas porteñas. Arranca con una clase de danza de técnica clásica, pero el calor del tango y la sensualidad de los bailarines pueden más. En el mundo cerrado de esta danza de oscuros rituales se abren horizontes. No hay textos ni reflexiones; sólo cuerpos, la danza, una cámara y el fervor de dos creadores montados en el deseo por las raíces de un mito." (Néstor Tirri en el catálogo del V Festival Internacional de Cine Independiente de Buenos Aires)"
3319,"Tus ojos brillaban",2003,"Un catador de vinos, cansado de la rutina de su pareja, busca nuevas emociones con otras mujeres."
3320,"Un minuto de silencio",2005,"Ernesto pierde su trabajo en la fábrica y junto a su mujer y sus dos niños se ve obligado a instalarse en una casilla de los suburbios. Deben adaptarse a ese sitio hasta la reincorporación o la indemnización. Sin embargo algo saldrá mal y no conseguirán ninguna de las dos cosas. Entonces deberán buscar trabajo."
3321,"El resquicio",2003,"La historia cuenta, en tono de comedia, la difícil y compleja relación de cinco amigos veinteañeros con el sexo opuesto. "
3323,"Vida en Marte",2004,"Habría vida en Marte. La noticia irrumpe en la ciudad una mañana cualquiera. La gente no habla de otra cosa. ¿Pero no es ésta una noticia repetida? Nadie parece darse cuenta."
3324,Filmatron,2007,"Lucas y un grupo de amigos deciden realizar una película de ciencia ficción sin saber que viven en un mundo donde eso está prohibido, y sin buscarlo se convierten en la única esperanza de la rebelión, la única esperanza para derrumbar a un imperio en decadencia y generar una nueva revolución que despierte al pueblo dormido."
3326,"La parte ausente",2015,"En un mundo post apocalíptico, Chockler lleva adelante la misión de encontrar a un misterioso hombre llamado Víctor, vivo o muerto. Una de las razones por las que acepta el desafío es su atracción por Lucrecia, la hermosa y enigmática chica que lo contrató. El trabajo encomendado desde un principio tiene puntos oscuros: las descripciones, las motivaciones y las pistas resultan confusas. Por esa razón Chockler dirige su investigación hacia la propia Lucrecia y su entorno. Poco a poco, descubre una red de implicancias entre las carreras de caballos, experimentos genéticos, y una serie de sucesos extraños, misteriosos y de naturaleza sobrehumana, en la profunda noche de la ciudad."
3340,"La familia Peterson",1999,"Una familia. Un fin de semana de campo. Mucha alegría y mucha sangre."
3341,"¿Qué hacemos con Pablito?",2000,"Pablito (un tímido gordito de 10 años) muere de manera absurda durante un partido de fútbol. Todos sus amigos se van. Alvaro y Felipe, dos divertidos gemelos, harán lo imposible por deshacerse del cuerpo."
3342,"Sábado a la noche, domingo a la mañana",2002,"La puerta de un edificio. Doce horas. Dos parejas que van y vienen."
3343,Bolero,2002,"Chica deja a chico."
3344,"Moreno 342",2002,"El y ella se cruzan repetidas veces en las calles de Buenos Aires, después de haber compartido la misma película. Si bien se han gustado, ninguno de los dos hace nada."
3347,Manekenk,2003,"Documental sobre una aborigen de la etnia Manekenk que vuelve a su tierra después de varios años."
3348,"Girl (boy) 14",2002,"Una niña que vive diariamente conflictos familares y escolares. Y un día de su vida encuentra una segunda personalidad dentro suyo que la vendrá a ayudar en sus peores momentos, pero esta personalidad, ¿es real? La novedad en el tema es que esta segunda personalidad no es femenina, sino masculina, y mucho más violenta que ella. Una personalidad creada a base de la violencia en los medios."
3349,"Upa en apuros",1942,"El gitano Juaniyo secuestra a Upa y Patoruzú va en su rescate."
3351,"La demolición",2005,"Basada en una obra teatral, cuenta la historia de un hombre obstinado en defender su empresa y otro que llega con la misión de demolerla."
3352,"Mi fiesta de casamiento",2005,"Durante su fiesta de casamiento, un joven conoce una mujer que lo deslumbra, haciéndole replantear todo el armado de su vida."
3353,"Caraballo mató un gallo",1983,"Cortometraje sobre la canción popular que lleva el mismo título, realizado en animación con recortes de papel."
3355,"Gambartes, pintor del litoral",1960,"Documental sobre el pintor Leónidas Gambartes."
3356,¡Ratas!,1996,"Un vecino nuevo llega al edificio con una valija extraña. No recibe visitas ni habla con nadie, pero una luz relampaguea bajo su puerta.  
Sólo Lila conoce su secreto: ella lo espía desde su ventana y cada noche comparten el ritual. 
Los vecinos están asustados: ruidos misteriosos invaden el edificio.
Hay que llamar al fumigador."
3357,Nordeste,2005,"Hèléne es una francesa que viene al noroeste argentino para adoptar un chico. Aquí se encuentra con Juana, una humilde madre a punto de ser desalojada de su vivienda."
3358,Sidra,2002,"Los protagonistas de esta película son, por un lado, Nicolás Arrieta y Patricio Aramburu, dos estudiantes de cine cancheros y admiradores de Tarantino, y por el otro lado, Jaime Petesh y Diego Ogeid. El primero, un depresivo que le tiene terror al sexo; el segundo, un obsesivo que quiere realizar la primera película pornográfica apta para todo público y que, para lograrlo, inscribe su peculiar guión en un concurso organizado por el Instituto de cine.<br><br>

Este es el disparador para esta comedia que, paradójicamente, tiene muchos puntos en común con el guión presentado por Diego Ogeid, pues estamos también ante una película singular."
3359,"Mientras tanto",2006,"Violeta le pide "un tiempo" a Mono para decidir qué hacer con su pareja. Eva llega a la ciudad dispuesta a todo por cambiar su vida. <i>Mientras tanto</i> es la narración de "un tiempo", de ese tiempo que transcurre mientras varias historias se entretejen en un rompecabezas vertiginoso que no termina de encajar. Una descripción móvil de historias que se anudan por azar, un relato coral de la incertidumbre, la desesperación, el tedio, el amor o el desamor que traman las relaciones urbanas, una comedia dramática sobre los lazos que componen las vidas en la ciudad."
3361,"Como mariposas en la luz",2004,"Cuenta la historia de Diego, un joven de origen catalán, que vive precariamente con su familia en Mar del Plata. Convencido que en su país ya no tiene futuro, trata de conseguir la partida de nacimiento de su abuelo, que le permitirá obtener el pasaporte que le abra las puertas de Europa. Gracias al esfuerzo de su padre y su hermana, finalmente logra viajar, aunque sin tener sus papeles en regla. Con su visa vencida y sin haber conseguido la deseada partida, descubre que no todo es como había soñado y que la realidad de ser un inmigrante es muy dura."
3362,"Cruz de sal",2003,"Un cuerpo de mujer que aparece mutilado cerca del arroyo perturba la tranquila vida de un grupo de amigos que se reúnen todos los viernes para comer asado en un club social. "
3364,"El cura All Star "Misa"",2002,"En una misa el cura es interrumpido sucesivas veces por uno de sus fieles. Esto lo irrita y lo pone violento."
3365,Ressonancia,2002,"Ressonancia: explorar la ciudad poniendo en evidencia el universo sonoro. A partir de tres puntos de escucha (el de un filósofo, el de un ciego y el de un músico) el sonido urbano es explorado en sus diversas condiciones."
3366,Bajorrelieve,2002,"En el viejo Puente Pueyrredón, se erige un castillo que genera una atmósfera mágica, modificando el tiempo, el espacio y las personas que habitan a su alrededor."
3367,"Jaque al rey",2002,"Comedia picaresca que describe las andanzas de un peón negro que es descubierto in fraganti en la cama con una reina blanca."
3371,Negocios,1995,"En un negocio de repuestos de autos, Rulo y Martín sobreviven entre los problemas de dinero, los clientes, las ratas y la soledad. "
3373,"$300 y tickets",2002,"El casamiento, la iglesia, las fotos, el auto de alquiler, el salón, los invitados, la fiesta y el disc jockey. Pero, ¿dónde fueron a parar los novios?"
3374,"Pilcomayo, encuentros posibles",2003,"Documental sobre aborígenes del chaco salteño."
3375,"El salto de Christian",2007,"Lucía es una muchacha de unos 30 años, vital, atractiva y exitosa. Vive intensamente todos sus días a pesar de tener un pasado no muy feliz. Una mañana, en medio de un día de mucho trabajo, recibe una misteriosa carta. Atenta a lo recibido y fiel a su carácter y a sus deseos, piensa que ha llegado el momento de partir e iniciar la búsqueda fundamental de su vida."
3377,Pantera,1998,"Las vicisitudes de un hombre que trabaja disfrazándose de Pantera Rosa en un Trencito de la Alegría."
3380,"Plata segura",2001,"Es la historia de un niño que se sobrepone a las adversidades del destino gracias a una fuerza interior que lo protege de la maldad reinante en un mundo habitado por seres inescrupulosos. Su sueño de jugar la final de la Copa Mundial de Futbol con la camiseta celeste y blanca lo acompañará toda su vida. Una historia que muestra el lado oscuro del fútbol, con unos personajes interpretados por muñecos no aptos para todo espectador."
3381,"No sos vos, soy yo",2004,"Comedia que cuenta la historia de Javier cirujano y disc-jockey en su tiempo libre, y María, su novia con quien se casa para poder obtener la green-card y mudarse a Estados Unidos. Ella viaja primero para hacer contactos, pero la distancia hace que Javier se encuentre con Julia a la que invita a salir.

"
3382,Nowhere,2002,"Años 80. En un país de Latinoamérica, su dictador ha ideado un plan siniestro para justificar la permanencia del ejército en el poder. Sus servicios secretos secuestran a un grupo de opositores en el que se encuentran un estudiante aficionado al boxeo, un cocinero homosexual, un profesor desilusionado, un obrero amante del bolero y un barbero que prefiere el tango."
3384,"Amor equivocado",1994,"Corto de animación."
3385,Blanca,1994,"Una joven enferma mental, enamorada de un maquinista de tren, se escapa de un hospicio y roba una locomotora para ir en su búsqueda. La llegada de una visita al internado -la hija de una enfermera- y el encuentro casual en el lugar con un viejo escobero, nos introduce en la historia de Blanca. A  partir de los recuerdos de Antonia -la enfermera- y Don José -el escobero- sumados a la fantasía que estos despiertan en Virginia, aparece Blanca, romántica, infantil, sometida a la violencia de un sistema que no puede aceptar los sentimientos de los enfermos mentales, y deja al descubierto los sentimientos contradictorios que en cada uno de ellos despierta esta joven que, una y otra vez, reclama amor."
3387,"Otra vuelta",2004,"Un joven director de cine regresa a Chacabuco, su ciudad natal, para filmar su ópera prima. La película será una adaptación del cuento <i>Perfumada noche</i>, de <a href='../personas/index.php?persona=4427'>Haroldo Conti</a>, escritor también oriundo de Chacabuco y desaparecido durante la última dictadura militar. Sin embargo, el joven director termina involucrándose en la investigación del suicidio reciente de un amigo de su juventud."
3388,"Un mundo menos peor",2004,"Una mujer descubre que su marido, al que creía muerto hacía más de veinte años, aún vive en un pequeño pueblo de la costa. Hacia allí viaja con su hija, quien nunca conoció a ese padre. Juntas tratarán de hacerle recobrar la memoria y de brindarle una familia."
3390,Fugaz,2003,"Llegando a los 60 años, Aldo, un sufrido vendedor de vinos, descubre que la vida transcurrió y que todo lo que él hizo derivó en un vacío interior. Tal sentimiento lo lleva a descubrirse y a intentar hacer aquellas pequeñas cosas que siempre postergó, a reconciliarse con la vida y a compartir los sentimientos con todos los seres de su entorno."
3391,"La mujer rota",2007,"La mujer rota, da vueltas alrededor de un limite que no puede aceptar; el hombre que ama no la quiere. Este sentimiento devora su vida y por más que lo desea, no logra escapar del círculo vicioso de la obsesión."
3392,"El destino",2007,"Pedro, un español traficante de drogas, aterriza con su avioneta en un lugar del altiplano andino. Su misión es comprar cocaína para llevarla a su país. Pero algo sale mal, y Pedro queda herido, sin el dinero y sin la droga. Dos niños lugareños lo encontrarán y lo ayudarán."
3394,"Raúl Barboza, el sentimiento de abrazar",2003,"Documental sobre el acordeonista Raúl Barboza."
3395,"Ne porá",2004,"Documental sobre Celsa Saldívar, una paraguaya residente en Buenos Aires cuyo marido mató accidentalmente a una persona y está prófugo.
"
3396,"Tango, un giro extraño",2004,"Largometraje musical y documental sobre la nueva generación de compositores, intérpretes y bailarines de tango."
3397,"La mirada de Clara",2007,"Film de ficción sobre los directores de cine <a href="../personas/index.php?persona=8466">Leopoldo Torres Ríos</a>, y <a href="../personas/index.php?persona=8451">Leopoldo Torre Nilsson</a>."
3398,"Erreway: 4 caminos",2004,"Cuatro adolescentes deciden abandonar sus vidas de lujo y comodidad para lanzarse a las rutas argentinas en busca de un sueño, ser reconocidos por su música."
3399,Roma,2004,"Joaquín Goñez es un escritor argentino que vive en España hace más de veinte años y contrata al joven Manuel Cueto para que lo ayude a escribir su autobiografía. La relación entre ambos se afianzará a medida que la película cuenta, mediante flashbacks, la vida de Goñez cuando era joven en Buenos Aires y su relación con Roma, su madre."
3400,"El Tigre escondido",2003,"Bernardo tiene cincuenta años. Se siente abrumado, confundido, casi devastado; rodeado de la violencia propia de una sociedad que se está desplomando poco a poco. Con problemas de pareja, dificultades para concebir un hijo y una mujer, Diana, que no puede –ni le importa- bucear en sus conflictos más profundos. Bernardo no encuentra descanso en ningún lugar. Su cabeza está a punto de estallar, cuando decide tomarse unas pequeñas vacaciones junto a Diana en su casa de Tigre. No irán solos: Nancy, una isleña y encargada de la limpieza de la casa, formará parte de una noche clave para Bernardo. Allí, su vida tomará un giro."
3402,"El perro",2004,"Juan Villegas, un desocupado que vive en la Patagonia, ayuda a una mujer a arreglar su auto, y ella, en retribución, le regala un dogo argentino de buen pedigree. Villegas, sin saber qué hacer con el perro, se encuentra de casualidad con un fanático que lo recomienda a Walter Donado, un criador. Donado intentará hacer negocio con el perro, pero Villegas se encariñará."
3403,"La esperanza",2003,"Manuel viaja a conocer el pequeño pueblito pesquero donde Paula, su mujer recién fallecida, pasó su infancia. Allí conoce a Rosa, dueña de un restaurant; a Héctor, a quien le encarga reconstruir la deteriorada casa familiar de su esposa; a Toto, un pintoresco y servicial pescador que fuera compañero de colegio de Paula; y a Julia, una joven arquitecta que perdió a su hija al poco tiempo de nacer y con ella toda esperanza de ser feliz."
3404,"Dolores de casada",2004,"El film habla de la vida cotidiana, del amor, del sexo, de la pareja, de las mujeres y los hombres de hoy, del matrimonio, la fidelidad, la amistad, el psicoanálisis como parte de vida y de la sociedad."
3406,"Toro es",2003,"Documental que centra su interés en la típica celebración norteña del pueblo de Casabindo, en la provincia de Jujuy, que se lleva a cabo todos los 15 de agosto. La fiesta patronal de la Virgen de Asunción."
3407,"Un hijo genial",2003,"Tommy es un niño de 12 años que tiene dos mascotas de lo más simpáticas: Aquiles, el guacamayo, y Watson, su fiel perro que es capaz de dar la vida por su pequeño amo.      Ambos compañeros lo ayudan a transitar por una compleja situación familiar: de padres separados, Tommy vive con su madre. Tiene una relación muy afectuosa y de comprensión mutua con ella; el conflicto es con su padre quien, por ser un obsesivo en su trabajo como gerente en una compañía de seguros, descuida la relación con su hijo a quien dedica poco tiempo."
3409,"Suspiros del corazón",2006,"Fernando, un joven hombre de negocios español que vive en Buenos Aires, lee su horóscopo en una revista llamada <i>Suspiros del corazón</i>. Sorpresivamente, todas las predicciones de la revista se hacen realidad. Cuando está por tomar una importante decisión de negocios, necesita ver por adelantado el próximo número de la revista. <i>Suspiros del corazón</i> es publicada por un pequeño negocio familiar manejado por tres viejos excéntricos a quienes les gusta pasarla bien. Fernando oculta su verdadera identidad, y se acerca a los hombres simulando ser un actor de telenovelas. Las cosas se complican con la aparición de Fraty, la joven hija de uno de los viejos."
3410,"Operación Algeciras",2003,"Primavera, 1982. Durante el conflicto de las islas Malvinas, un comando secreto de la Marina Argentina, llega a España con la misión de sabotear la Base Británica de Gibraltar con  minas submarinas recibidas por valija diplomática a través de la Embajada en Madrid. Unos sucesos que tienen que ver con España en los tiempos del gobierno de Calvo Sotelo, durante el conflicto que enfrentó al Reino Unido y Argentina."
3411,Sangrita,2003,"Un hombre vuelve a su hogar, conduciendo un auto en la noche oscura, tras ser advertido que en su cama lo aguardan dos nenas desnudas, excitadas por un anestesista que arrastra un juicio de mala praxis y un hombre desesperado, sin rastros de juventud en su rostro, dispuesto a todo con tal de filmar a la victima del engaño. Pero ¿Qué harán dos nenas y dos maduros hombres encerrados en una lujosa casa esperando por un hombre que no llega? La fantasía de este viajante es Sangrita."
3413,"Testigos en cadena",1983,"Un fotógrafo-reportero es testigo de un asesinato al frente de su apartamento; registra el hecho en fotos. Cuando intenta que se publiquen es víctima a su vez de un atentado que alguien fotografía. Una breve visión de la vida argentina durante la última dictadura."
3416,"Los nadie",2013,"Entre las montañas de los Andes se encuentra un gran basurero. Cientos de personas sin hogar viven de la basura. Natalia, una trabajadora social sin experiencia es enviada por el gobierno para hacer un informe sobre la situación y obtener la evacuación de estas áreas."
3417,"El Nüremberg argentino",2004,"Largomentraje documental basado en los hechos que se sucedieron en el jucio a las juntas."
3418,Patoruzito,2004,"Patoruzito está destinado a ser un gran cacique, pero para ello deberá superar tres pruebas que demostrarán su habilidad, su valentia y su honor. Aunque no le será tan fácil, en el camino deberá enfrentarse con obstáculos imprevistos que harán del viaje una aventura inolvidable."
3419,"Secuestro eXXXpress",2003,"La hermana menor de un empresario es secuestrada junto a su mejor amiga a la salida del secundario. Los secuestradores amenazan con violarlas si no cumplen de inmediato con sus exigencias. Un oficial y un sargento de la policía tienen apenas unas horas para salvarlas."
3425,"Tocame la pelotita",2000,"Película condicionada en homenaje a Enrique Carreras."
3427,"Cosecha de lujuria",2003,"Según su director: 'Al menos siete escenas de sexo explícito, escenarios naturales y más de 20 actores en pantalla.'"
3438,"El tren blanco",2003,"Documental sobre el tren destinado a transportar a los cartoneros todas las noches."
3439,"Libertad, pájaros prohibidos",1999,"Los presos políticos no pueden hablar sin permiso, silbar, sonreir, cantar, caminar rápido ni saludar a otro preso. Tampoco pueden dibujar ni recibir dibujos de mujeres embarazadas, parejas, mariposas, estrellas ni pájaros."
3441,"Peligrosa obsesión",2004,"Javier pertenece a una familia dueña de una importante empresa de camiones. Luego de un accidente en la ruta, muere su hermano menor y su padre queda en coma. Los nuevos socios de la empresa tienen negocios turbios con el narcotráfico y él intentará detenerlos con la ayuda de Tony, un ladrón de guante blanco, y de Marina, una hermosa brasileña que se encuentra con ellos por casualidad."
3442,"El borde del tiempo",2005,"Vicente sabe que la muerte le pisa los talones cuando conoce a Grisel, su única nieta, una niña que vive en la calle. Esta es la historia de ese encuentro en el que recuperan su lazo de sangre. Un hijo de militantes desaparecidos que planea seguir el trayecto de las ballenas yubartas se les une formando una extraña familia. El barco construido por un viejo enamorado de una cantante de tangos japonesa, es la nave que los llevará hacia el borde del tiempo."
3444,"Dirigido por...",2004,"Documental que abarca entrevistas a más de 20 directores argentinos quienes testimonian sobre el oficio de dirigir; sus conflictos y dificultades dentro del panorama actual. En los últimos 10 años, más de 130 directores han estrenado sus filmes, es por eso que el trabajo de investigación está basado en la diversidad de opiniones y estilos de realizadores provenientes de distintas generaciones y tendencias, así como también de diferente formación."
3445,"Lo nuestro no funciona",2003,"Tres hombres y una mujer coinciden unos días en una isla del Tigre. Las relaciones entre ellos son ambiguas. Están al margen de todo. La Naturaleza envuelve la soledad de sus vidas. Nunca están quietos, se mueven constantemente y ocupan espacios, sin prisa y sin rumbo. La incertidumbre es un estado de ánimo, su mundo. El amor no funciona. La única forma posible de comunicación es la música. Ellos, finalmente, se juntan."
3446,"10 pesos",2003,"Las vicisitudes de un billete de 10 pesos que va de mano en mano."
3447,"Teo, cazador intergaláctico",2004,"Teo es un extraterrestre del planeta Sauracia que vive junto a su abuelo Oldux. Oldux es el emperador del planeta y pretende educar a su nieto para que algún día sea su sucesor. Pero a Teo sólo le gusta cazar. 
Intrígalus, el consejero real, pretende ocupar el puesto de emperador y por eso tratará de convencer al muchacho que ser cazador es más emocionante que ser emperador, y tratará de hacer que Teo rompa las reglas, para así perder el derecho de sucesión al trono."
3449,"Abre El Helvético",2002,"Documental sobre la lucha de los habitantes de Nueva Helvecia (a 70 km de Colonia, Uruguay) para que no se venda el único cine del pueblo, "El Helvético"."
3451,"¿Dónde queda el paraíso?",1993,"Comedia que transcurre durante las últimas horas de la tarde de un viernes en una empresa petrolera. Todos trabajan en los finales de una licitación cuando aparece un virus llamado 'fellatio' en los programas, es una boca chupadora que no sólo succiona gráficos y estadísticas petroleras. Comienza así una larga noche en la que cada uno de ellos encontrará su Paraíso particular."
3452,"Rosas rojas... rojas",2003,"Fines de los sesenta, mayo en París, la Primavera de Praga, la liberación sexual. ¿Cómo se vivían las noches de Buenos Aires en aquellos años de irrenunciables ideales y encendidas pasiones? En las calles y cafés, el salón de baile, el antiguo bodegón, saltando del romanticismo al erotismo, del juego verbal a la acción desesperada, intelectuales, prostitutas, locos soñadores y marginales cómplices, viven esta vertiginosa historia de tangos, amores inconfesables y utópicas conspiraciones."
3455,"Plástico cruel",2005,"Un escritor marginal se enamora de una millonaria. Una historia con sexo, poesía, travestis, secuestros, niños, amor, desamor y mucha cocaína."
3456,"Abrazos, tango en Buenos Aires",2003,"Documental sobre el Quinto Festival Buenos Aires Tango."
3457,"Cielo azul, cielo negro",2003,"Las historias de cuatro personajes solitarios conforman una sola trama en la que las reglas del juego las propone el azar. Todos están finalizando algo, todos, sin saberlo, están por volver a empezar."
3458,"El grito sagrado",2003,"Dos jóvenes detenidos por robo en cárceles de la Argentina. Una mujer detenida por asesinar a su esposo, un ex-represor y torturador. Un director de cine que decide filmar sus historias de vida y al hacerlo reconoce también la detención de quienes viven en el "mundo de la libertad"."
3459,"El último bandoneón",2003,"La joven bandoneonista Marina Gayotto, que se gana la vida tocando en buses y trenes subterráneos, acude a una audición convocada por Rodolfo Mederos para formar su nueva orquesta típica. Pero el trajinado bandoneón de la muchacha está deteriorado y el propio Mederos le sugiere la necesidad de conseguir un instrumento que esté a la altura del compromiso. Marina, entonces, sale a la impetuosa búsqueda de un mítico Doble A, el Stradivarius de los bandoneones. Su búsqueda se convierte en una travesía a través de antiguas lutherías, de los bailes de la ciudad, de los "maestros" de tango y, sobre todo, de las viejas glorias del bandoneón."
3460,"La sombra de Jennifer",2004,"Jennifer viaja a Buenos Aires para el entierro de su hermana gemela y para recibir su casa como herencia. Allí descubre una extraña enfermedad en la familia, que acabó con la vida de Johanna y de sus padres y ahora está afectando a su tía Emma. Además, cosas extrañas comienzan a pasar cuando Jennifer se instala en la casa: escucha cantos de cuervos y sueña con ellos. Pronto descubre que ella también ha enfermado y conoce al extraño doctor Bardevil, que le quiere probar su teoría de que esa enfermedad fue transferida por la práctica de la religión Malam."
3462,"Paco Urondo, la palabra justa",2004,"Documental que reconstruye, a veintisiete años de su asesinato, aspectos de la vida del poeta <a href='../personas/index.php?persona=7337'>Francisco "Paco" Urondo</a>. Incluye reportajes a su hermana <a href='../personas/index.php?persona=18292'>Beatriz</a>, a su hijo <a href='../personas/index.php?persona=18290'>Javier</a> y a su hija <a href='../personas/index.php?persona=18293'>Ángela</a>, esta última sobreviviente en el momento de la muerte de su padre y del secuestro y asesinato de su madre."
3467,"Colonia Montes de Oca",1993,"Documental, ganador de cuatro premios en festivales nacionales."
3468,"Tuyo, no quiero nada",2004,"Lara llega a París para pasar unos días en lo de Debi, quien la manda a hospedarse a un hotel. Lara intenta establecer contacto con gente -tanto argentina como francesa- pero posee ciertas cualidades que dificultan su fluir."
3469,"El aura",2005,"Un taxidermista que sufre de epilepsia se involucra en una trama de violencia, traición y muerte."
3473,Pajaritos,2005,"Pedro, el padre de familia, ganado por el vino, emprende inútiles empresas. María, la madre, transformada en manzanera, apenas puede con su cruz. Sus hijos adolescentes, Bebo y Sole, tienen destino de jóvenes de suburbio, entre la travesura y la tragedia. Se acerca el cumpleaños de Pedro, un evento que reunirá a la familia con su otra parte: hermana, cuñado y prima, otra familia, igual de suburbana pero aún no tan decadente."
3481,"El amor (primera parte)",2004,"La historia de una joven pareja, desde su inicio hasta su conclusión, desde las euforias del enamoramiento hasta los desdibujados y oscuros días finales, observada con ojo analítico y afán investigador.
¿Cómo y por qué dos personas se enamoran? ¿Cuándo comienzan a ser una pareja? ¿Qué imprevisibles mecanismos ponen en marcha la convivencia? ¿En qué momento secreto las cosas, imperceptibles, comienzan a marcar el final? ¿Cuándo termina una relación o cuándo debería terminar?"
3485,"Una de dos",2004,"Diciembre de 2001, en el Km. 80 de la ruta 7, en la Provincia de Buenos Aires. Al lado de una estación por la que ya no pasa el tren, hay un pequeño pueblo llamado Estación Cortez donde vive Juan Martín Hernández, el Rubio. En medio de un país que naufraga, los habitantes de este pueblo continúan como cada día, tratando de huirle a la desesperación. Cuando lo urgente no le da lugar a lo importante, algunos creen que zafar es la única alternativa. ¿Para dónde puede correr entonces, este joven que nació del otro lado de la vía?"
3491,"Una forma estúpida de decir adiós",2004,"En el extraño espiral de sus recuerdos, un hombre descubre los rastros olvidados de una vieja relación."
3493,"Caballos en la ciudad",2004,"Este documental es la historia entrecruzada del recorrido de un día de tres cartoneros que viven en Villa Jardín, Partido de Lanús, un lugar ubicado al borde del Riachuelo y al lado de las ruinas de una gigantesca fábrica abandonada, hoy convertida en descampado."
3494,"Los perros",2004,"Documental sobre un taxista santiagueño que formó parte del ERP (Ejército Revolucionario del Pueblo) en los años '70."
3495,Oscar,2004,"Oscar maneja un taxi doce horas diarias para ganarse la vida. Constantemente es atravesado por el bombardeo publicitario de las calles de Buenos Aires. En el baúl del Peugeot 504 lleva botellas con engrudo, pintura y recortes de afiches. Cuando la banderita del taxi marca "libre", detiene el auto, consigue prestada una escalera e interviene el afiche publicitario elegido utilizando técnicas de collage y pintura."
